Age,Gender,Working_Week (Yearly),Industry_Status,Occupation_Status,Martial_Status,Birth_Country,IndustryOccupation,Income
1.5209266762915057,1,0,608.7656675749317,512.0622568093386,1,560.6506591865358,311725.92160646315,425
0.07599770639731922,1,1,703.6438848911561,512.0622568093386,4,560.6506591865358,360309.47568745585,0
1.2430557205426236,0,1,739.1308258381031,750.374677002584,1,560.6506591865358,554625.0547009198,860
0.46501704444575404,1,1,527.7446808510638,1002.4175627240144,0,560.6506591865358,529020.5367192861,850
0.07599770639731922,0,1,527.7446808510638,488.01063829787233,0,560.6506591865358,257545.01856043455,570
1.0763331470932944,0,1,527.7446808510638,512.0622568093386,6,560.6506591865358,270238.1322957199,300
1.743223440890611,1,0,0.0,0.0,0,560.6506591865358,0.0,0
1.576500867441282,1,0,0.0,0.0,1,560.6506591865358,0.0,0
-0.646466778549774,0,1,527.7446808510638,488.01063829787233,5,560.6506591865358,257545.01856043455,0
0.9651847647937416,1,0,887.1550480769231,802.0556760665221,1,560.6506591865358,711547.7418611645,0
1.1319073382430709,0,1,1040.1936662606577,512.0622568093386,1,560.6506591865358,532643.9162642123,0
2.1878169700888224,0,0,0.0,0.0,1,374.57817395323167,0.0,0
-0.09072486705201,0,1,907.4120634920635,986.4157303370787,1,544.0875152564386,895085.5333261994,860
0.2427202798466484,1,1,907.4120634920635,802.0556760665221,1,412.38703703703703,727794.9960550448,800
0.46501704444575404,1,1,959.9734789391575,823.5115384513853,1,560.6506591865358,790549.2365137141,0
-0.8131893519991031,0,0,616.3938520653218,823.5115384513853,5,560.6506591865358,507607.4494062887,400
-1.4245054546466436,1,0,0.0,0.0,5,560.6506591865358,0.0,0
0.6873138090448596,0,1,625.6176066024759,619.1791179117912,0,560.6506591865358,387369.35780620703,850
0.020423515247542812,1,0,1040.1936662606577,512.0622568093386,1,560.6506591865358,532643.9162642123,672
-0.368595822800892,0,1,625.6176066024759,750.374677002584,1,560.6506591865358,469447.6094814625,950
-0.4241700139506684,0,1,527.7446808510638,512.0622568093386,5,560.6506591865358,270238.1322957199,500
